Lab_Number,Date_BP,SD,Site_Number,Site_ID,County
Beta-155398,960,40,5MT12069,2330,"Montezuma, CO"
Beta-155399,2550,40,5MT12069,2330,"Montezuma, CO"
Beta-201369,760,40,5MT123,2331,"Montezuma, CO"
Beta-201370,880,40,5MT123,2331,"Montezuma, CO"
Beta-133591,7610,40,5MT13682,2335,"Montezuma, CO"
Beta-133589,900,40,5MT5466,2349,"Montezuma, CO"
Beta-147435,7950,40,5MT5454,2348,"Montezuma, CO"
Tx-3888,670,40,5MT4654,2344,"Montezuma, CO"
Beta-75286,1080,50,5MT10594,2325,"Montezuma, CO"
Beta-10866,2830,50,5MT2731,2339,"Montezuma, CO"
Beta-133588,7570,50,5MT7191,2351,"Montezuma, CO"
Beta-144127,2070,50,5MT5479,2350,"Montezuma, CO"
Beta-55054,1018,60,5MT10967,2327,"Montezuma, CO"
Beta-81721,2210,60,5MT10525,2324,"Montezuma, CO"
Beta-81722,2270,60,5MT10525,2324,"Montezuma, CO"
Beta-75282,1240,60,5MT10594,2325,"Montezuma, CO"
Beta-75283,920,60,5MT10594,2325,"Montezuma, CO"
Beta-75285,1030,60,5MT10594,2325,"Montezuma, CO"
Beta-75287,1580,60,5MT10594,2325,"Montezuma, CO"
Beta-75288,840,60,5MT10595,2326,"Montezuma, CO"
Beta-131049,6500,60,5MT11431,2328,"Montezuma, CO"
Beta-201368,800,60,5MT123,2331,"Montezuma, CO"
Beta-128517,2060,60,5MT13632,2332,"Montezuma, CO"
Beta-131050,7340,60,5MT13681,2334,"Montezuma, CO"
Tx-3883,1680,60,5MT2854,2340,"Montezuma, CO"
Tx-3884,1620,60,5MT2854,2340,"Montezuma, CO"
Tx-3875,1710,60,5MT4763,2346,"Montezuma, CO"
Tx-3877,2000,60,5MT2858,2341,"Montezuma, CO"
Tx-3878,1660,60,5MT2858,2341,"Montezuma, CO"
Beta-75284,1240,70,5MT10594,2325,"Montezuma, CO"
Beta-155397,820,70,5MT12069,2330,"Montezuma, CO"
Beta-10867,2650,70,5MT2731,2339,"Montezuma, CO"
Beta-10875,3110,70,5MT4683,2345,"Montezuma, CO"
CAIS-5315,960,70,5MT4950,2347,"Montezuma, CO"
Tx-3882,1510,70,5MT2192,2337,"Montezuma, CO"
Tx-3879,1660,70,5MT4614,2343,"Montezuma, CO"
Beta-70243,7350,80,5MT11431,2328,"Montezuma, CO"
Beta-75290,1620,80,5MT11668,2329,"Montezuma, CO"
Tx-3873,1630,80,5MT4215,2342,"Montezuma, CO"
Tx-3874,1420,80,5MT4215,2342,"Montezuma, CO"
Beta-144125,1230,90,5MT13679,2333,"Montezuma, CO"
X-3876,3710,90,5MT2242,2338,"Montezuma, CO"
Tx-3876,3710,90,5MT2242,2338,"Montezuma, CO"
Tx-3880,1590,90,5MT4614,2343,"Montezuma, CO"
Tx-3887,580,90,5MT4654,2344,"Montezuma, CO"
I-4107,1010,100,5MT-?,2323,"Montezuma, CO"
Beta-144126,4300,120,5MT13684,2336,"Montezuma, CO"
Beta-155396,940,140,5MT12069,2330,"Montezuma, CO"
I-1112,890,150,5MT,2322,"Montezuma, CO"
Tx-3881,1990,160,5MT2192,2337,"Montezuma, CO"
Tx-3886,1450,160,5MT4654,2344,"Montezuma, CO"
Beta-75289,1680,180,5MT11668,2329,"Montezuma, CO"
Tx-3885,990,190,5MT4654,2344,"Montezuma, CO"
AA-1791,2550,200,5MT915,2352,"Montezuma, CO"
Tx-3889,900,210,5MT4654,2344,"Montezuma, CO"
Beta-317545,1480,30,LA111422,733,"Sierra, NM"
Beta-318168,1440,30,LA111422,733,"Sierra, NM"
Beta-317546,1850,30,LA111429,734,"Sierra, NM"
Beta-317547,220,30,LA111429,734,"Sierra, NM"
Beta-317548,260,30,LA111429,734,"Sierra, NM"
Beta-317580,1800,30,LA111429,734,"Sierra, NM"
Beta-317581,300,30,LA111429,734,"Sierra, NM"
Beta-317551,2910,30,LA111435,735,"Sierra, NM"
Beta-317552,1630,30,LA111435,735,"Sierra, NM"
Beta-317553,1600,30,LA111435,735,"Sierra, NM"
Beta-317554,1620,30,LA111435,735,"Sierra, NM"
Beta-317555,2430,30,LA111435,735,"Sierra, NM"
Beta-317556,1180,30,LA111435,735,"Sierra, NM"
Beta-317557,1110,30,LA111435,735,"Sierra, NM"
Beta-317558,1110,30,LA111435,735,"Sierra, NM"
Beta-317559,4290,30,LA111435,735,"Sierra, NM"
Beta-317560,440,30,LA155963,736,"Sierra, NM"
Beta-317561,340,30,LA155963,736,"Sierra, NM"
Beta-317563,730,30,LA155963,736,"Sierra, NM"
Beta-317565,250,30,LA155963,736,"Sierra, NM"
Beta-317566,1540,30,LA155963,736,"Sierra, NM"
Beta-317568,1190,30,LA155963,736,"Sierra, NM"
Beta-317569,1370,30,LA155963,736,"Sierra, NM"
Beta-317570,1230,30,LA155963,736,"Sierra, NM"
Beta-317571,1280,30,LA155963,736,"Sierra, NM"
Beta-317582,130,30,LA155964,737,"Sierra, NM"
Beta-317575,1290,30,LA155968,738,"Sierra, NM"
Beta-317576,1220,30,LA155968,738,"Sierra, NM"
Beta-317577,1230,30,LA155968,738,"Sierra, NM"
Beta-317578,1310,30,LA155968,738,"Sierra, NM"
Beta-317579,1280,30,LA155968,738,"Sierra, NM"
A-6654,585,30,LA70259,748,"Sierra, NM"
A-6655,605,30,LA70259,748,"Sierra, NM"
Beta-317564,720,30,LA155963,736,"Sierra, NM"
Beta-317567,1950,30,LA155963,736,"Sierra, NM"
"A-8250,AA-17705",760,35,LA37726,740,"Sierra, NM"
"A-8209,AA-17378",815,35,LA37727,741,"Sierra, NM"
"A-8325,AA-18018",725,35,LA37726,740,"Sierra, NM"
A-6651,835,35,LA70259,748,"Sierra, NM"
"A-8063,AA-16585",715,40,LA37728,742,"Sierra, NM"
Beta-131201,600,40,LA3949,744,"Sierra, NM"
A-6645,1080,40,LA45103,747,"Sierra, NM"
Beta-127716,890,40,LA37767,743,"Sierra, NM"
Beta-127719,1050,40,LA37767,743,"Sierra, NM"
Beta-131194,600,40,LA3949,744,"Sierra, NM"
Beta-131196,500,40,LA3949,744,"Sierra, NM"
Beta-131199,670,40,LA3949,744,"Sierra, NM"
Beta-131200,610,40,LA3949,744,"Sierra, NM"
Beta-131203,860,40,LA3949,744,"Sierra, NM"
Beta-131204,730,40,LA3949,744,"Sierra, NM"
Beta-127727,980,40,LA45000,745,"Sierra, NM"
Beta-127728,910,40,LA45028,746,"Sierra, NM"
Beta-127730,980,40,LA45028,746,"Sierra, NM"
A-6649,1040,40,LA45103,747,"Sierra, NM"
A-6652,880,40,LA70259,748,"Sierra, NM"
A-6653,845,40,LA70259,748,"Sierra, NM"
A-8124,785,45,LA37728,742,"Sierra, NM"
A-6638,930,45,LA70259,748,"Sierra, NM"
Beta-113677,530,50,LA37691,739,"Sierra, NM"
Beta-113673,690,50,LA37691,739,"Sierra, NM"
Beta-113674,680,50,LA37691,739,"Sierra, NM"
Beta-113678,690,50,LA37691,739,"Sierra, NM"
A-8126,880,50,LA37728,742,"Sierra, NM"
A-6637,670,50,LA3949,744,"Sierra, NM"
A-6648,800,50,LA45103,747,"Sierra, NM"
A-6650,1020,50,LA45103,747,"Sierra, NM"
A-7262,1020,50,LA45103,747,"Sierra, NM"
A-6639,1025,55,LA70259,748,"Sierra, NM"
Beta-113676,630,60,LA37691,739,"Sierra, NM"
"A-6646,AA-9231",1100,60,LA45103,747,"Sierra, NM"
"A-6656,AA-9233",485,60,LA70259,748,"Sierra, NM"
Beta-113672,610,60,LA37691,739,"Sierra, NM"
A-8123,805,60,LA37728,742,"Sierra, NM"
Beta-127713,1380,60,LA37767,743,"Sierra, NM"
Beta-127714,1270,60,LA37767,743,"Sierra, NM"
Beta-127729,970,60,LA45028,746,"Sierra, NM"
A-8060,610,65,LA37728,742,"Sierra, NM"
A-6640,1035,65,LA70259,748,"Sierra, NM"
Beta-93889,770,70,LA37726,740,"Sierra, NM"
Beta-131197,1000,70,LA3949,744,"Sierra, NM"
A-6641,685,70,LA70259,748,"Sierra, NM"
Beta-93883,700,70,LA37726,740,"Sierra, NM"
Beta-93885,890,70,LA37726,740,"Sierra, NM"
Beta-93886,750,70,LA37726,740,"Sierra, NM"
Beta-93887,780,70,LA37726,740,"Sierra, NM"
Beta-93888,1080,70,LA37726,740,"Sierra, NM"
Beta-93890,1080,70,LA37726,740,"Sierra, NM"
Beta-127715,670,70,LA37767,743,"Sierra, NM"
Beta-127717,530,70,LA37767,743,"Sierra, NM"
Beta-131198,760,70,LA3949,744,"Sierra, NM"
Beta-131202,790,70,LA3949,744,"Sierra, NM"
Beta-127726,1030,70,LA45000,745,"Sierra, NM"
A-8205,565,75,LA37727,741,"Sierra, NM"
A-8207,1030,80,LA37727,741,"Sierra, NM"
A-8127,825,80,LA37728,742,"Sierra, NM"
Beta-127721,1050,80,LA37767,743,"Sierra, NM"
Beta-131195,590,80,LA3949,744,"Sierra, NM"
Beta-127725,1060,80,LA45000,745,"Sierra, NM"
A-7263,1065,80,LA45103,747,"Sierra, NM"
A-8061,710,90,LA37728,742,"Sierra, NM"
Beta-127718,910,90,LA37767,743,"Sierra, NM"
Beta-127722,1080,90,LA45000,745,"Sierra, NM"
Beta-127723,1220,90,LA45000,745,"Sierra, NM"
A-8310,840,95,LA37728,742,"Sierra, NM"
Beta-93884,800,110,LA37726,740,"Sierra, NM"
A-8125,890,115,LA37728,742,"Sierra, NM"
Beta-113675,1100,120,LA37691,739,"Sierra, NM"
A-8059,745,153,LA37728,742,"Sierra, NM"
A-8246,695,155,LA37726,740,"Sierra, NM"
BETA-117940,800,30,42KA3976,2135,"Kane, UT"
BETA-117941,850,30,42KA3976,2135,"Kane, UT"
BETA-104596,1740,40,NA,2055,"Kane, UT"
BETA-104597,1770,40,NA,2055,"Kane, UT"
BETA-131667,1240,40,42KA4280,2205,"Kane, UT"
BETA-134479,880,40,42KA4876,2361,"Kane, UT"
BETA-132378,1310,40,42KA1499,2368,"Kane, UT"
BETA-125911,1450,40,42KA4280,2205,"Kane, UT"
BETA-109804,1150,40,42KA1811,2227,"Kane, UT"
BETA-8470,1110,50,42KA2584,2130,"Kane, UT"
BETA-8471,730,50,42KA2584,2130,"Kane, UT"
BETA-67117,1690,50,42KA3976,2135,"Kane, UT"
BETA-77117,820,50,42KA3976,2135,"Kane, UT"
BETA-7717,1990,50,42KA3976,2135,"Kane, UT"
BETA-7724,1330,50,42KA3976,2135,"Kane, UT"
BETA-55079,1100,50,42KA1568,2151,"Kane, UT"
A-3516,2640,50,42KA2546,2360,"Kane, UT"
Beta-78339,2400,50,42KA4116,2096,"Kane, UT"
BETA-132382,960,50,42KA3383,2147,"Kane, UT"
BETA-55078,800,50,42KA1568,2151,"Kane, UT"
BETA-109803,1060,50,42KA1811,2227,"Kane, UT"
AA-10373,1735,50,42KA172,2382,"Kane, UT"
AA-10374,1755,50,42KA172,2382,"Kane, UT"
AA-10375,1830,50,42KA172,2382,"Kane, UT"
BETA-8473,1310,50,42KA2594,2136,"Kane, UT"
BETA-109805,1290,50,42KA1811,2227,"Kane, UT"
AA-10376,3355,50,42KA433,2073,"Kane, UT"
AA-5223,675,55,42KA2739,2370,"Kane, UT"
AA-10371,5890,55,42KA443,2075,"Kane, UT"
AA-13004,3210,55,42KA433,2061,"Kane, UT"
BETA-40332,1890,60,42KA3328,2067,"Kane, UT"
BETA-77114,1110,60,42KA3976,2135,"Kane, UT"
BETA-77116,840,60,42KA3976,2135,"Kane, UT"
BETA-23055,1010,60,42KA2667,2155,"Kane, UT"
BETA-107650,890,60,42KA4416,2355,"Kane, UT"
Beta-38342,3900,60,42KA2753,2356,"Kane, UT"
BETA-55077,930,60,42KA1568,2151,"Kane, UT"
BETA-132380,1060,60,42KA2683,2207,"Kane, UT"
BETA-107649,950,60,42KA1502,2364,"Kane, UT"
BETA-121577,1390,60,42KA4535,2369,"Kane, UT"
BETA-134477,920,60,42KA2580,2416,"Kane, UT"
BETA-8788,360,60,42KA2574,2060,"Kane, UT"
BETA-16079,1610,60,42KA2780,2018,"Kane, UT"
BETA-40453,1150,60,42KA3576,2068,"Kane, UT"
AA-10372,5665,60,42KA443,2075,"Kane, UT"
UGA-3749,720,65,42KA1978,2234,"Kane, UT"
UGA-4003,835,65,42KA1978,2234,"Kane, UT"
BETA-10844,1940,70,42KA2610,2051,"Kane, UT"
BETA-26630,1140,70,42KA1504,2059,"Kane, UT"
BETA-77115,700,70,42KA3976,2135,"Kane, UT"
BETA-77118,3420,70,42KA3976,2135,"Kane, UT"
BETA-23054,1120,70,42KA2667,2155,"Kane, UT"
BETA-16277,1730,70,42KA2773,2354,"Kane, UT"
BETA-16271,1670,70,42KA2745,2363,"Kane, UT"
Beta-19920,6480,70,42KA2687,2091,"Kane, UT"
Beta-34945,1420,70,42KA178,2419,"Kane, UT"
BETA-128986,1570,70,42KA1576,2058,"Kane, UT"
BETA-132381,900,70,42KA3383,2147,"Kane, UT"
BETA-111634,2000,70,42KA4356,2019,"Kane, UT"
BETA-111637,7290,70,42KA4356,2019,"Kane, UT"
AA-13003,5810,70,42KA433,2061,"Kane, UT"
BETA-134476,950,70,42KA1520,2083,"Kane, UT"
BETA-132383,780,70,42KA4865,2415,"Kane, UT"
BETA-1232,3760,75,42KA265,2118,"Kane, UT"
UGA-3751,980,75,42KA1978,2234,"Kane, UT"
GX-11338,1290,75,42KA2756,2094,"Kane, UT"
BETA-16274,1060,80,42KA2756,2365,"Kane, UT"
BETA-24402,840,80,42KA1504,2059,"Kane, UT"
BETA-86551,710,80,42KA2661,2117,"Kane, UT"
BETA-77113,1020,80,42KA3976,2135,"Kane, UT"
BETA-7726,1330,80,42KA3976,2135,"Kane, UT"
A-3513,5500,80,42KA2546,2360,"Kane, UT"
BETA-16276,4330,80,42KA2756,2365,"Kane, UT"
Beta-19919,6500,80,42KA2687,2091,"Kane, UT"
Beta-34942,1690,80,42KA172,2418,"Kane, UT"
BETA-100262,870,80,42KA3976,2135,"Kane, UT"
BETA-121576,1380,80,42KA3061,2222,"Kane, UT"
BETA-111635,6640,80,42KA4356,2019,"Kane, UT"
BETA-111636,6660,80,42KA4356,2019,"Kane, UT"
BETA-111638,6700,80,42KA4356,2019,"Kane, UT"
Beta-30568,2320,80,42KA3384,2095,"Kane, UT"
BETA-21236,1200,80,42KA2836,2371,"Kane, UT"
BETA-1749,2445,85,42KA265,2118,"Kane, UT"
BETA-7727,950,90,42KA3976,2135,"Kane, UT"
BETA-16587,1750,90,42KA2731,2359,"Kane, UT"
Beta-19514,2310,90,42KA2730,2092,"Kane, UT"
BETA-34944,2260,90,42KA172,2382,"Kane, UT"
BETA-111639,1520,90,42KA4356,2019,"Kane, UT"
BETA-16080,1660,90,42KA2780,2018,"Kane, UT"
BETA-134475,860,100,42KA1248,2386,"Kane, UT"
BETA-16272,1800,100,42KA2751,2362,"Kane, UT"
BETA-34943,970,100,42KA172,2382,"Kane, UT"
BETA-8338,2130,100,42KA2661,2117,"Kane, UT"
UGA-3254,3145,105,42KA265,2118,"Kane, UT"
RL-2086,1670,110,42KA1576,2058,"Kane, UT"
BETA-6288,760,110,42KA1796,2128,"Kane, UT"
RL-2084,1270,110,42KA3360,2414,"Kane, UT"
RL-1396,990,110,42KA-?,2090,"Kane, UT"
RL-1397,810,110,42KA-?,2090,"Kane, UT"
BETA-1142,1470,115,42KA265,2118,"Kane, UT"
BETA-1748,2735,115,42KA265,2118,"Kane, UT"
BETA-8472,1870,120,42KA2594,2136,"Kane, UT"
BETA-16025,6750,120,42KA2546,2360,"Kane, UT"
BETA-8785,1500,130,42KA2574,2060,"Kane, UT"
BETA-23056,1080,140,42KA2664,2086,"Kane, UT"
GX-10501,2080,140,42KA2546,2360,"Kane, UT"
Beta-31974,1720,140,42KA2737,2093,"Kane, UT"
GX-11339,3000,145,42KA2756,2366,"Kane, UT"
BETA-1750,2720,205,42KA265,2118,"Kane, UT"
GX-10502,7525,220,42KA2546,2360,"Kane, UT"
GX-10500,7795,230,42KA2546,2360,"Kane, UT"
BETA-21235,2260,230,42KA2751,2362,"Kane, UT"
GX-11146,5300,235,42KA2771,2358,"Kane, UT"
Beta-181375,470,30,O:12:74/04-1410,1134,"Coconino, AZ"
Beta-348408,960,30,O:12:19,1125,"Coconino, AZ"
Beta-348409,1160,30,O:12:19,1125,"Coconino, AZ"
Beta-289241,360,30,O:12:21,1127,"Coconino, AZ"
Beta-348410,1450,30,O:12:88/04-1438,1137,"Coconino, AZ"
Beta-348411,1790,30,O:12:88/04-1438,1137,"Coconino, AZ"
Beta-348412,1760,30,O:12:88/04-1438,1137,"Coconino, AZ"
Beta-192508,2980,40,O:12:41/04-1431,1132,"Coconino, AZ"
UCLA-1894C,1510,40,O:,1123,"Coconino, AZ"
Beta-214899,930,40,O:12:19/04-1159,1126,"Coconino, AZ"
Beta-214900,500,40,O:12:19/04-1159,1126,"Coconino, AZ"
Beta-214901,1050,40,O:12:19/04-1159,1126,"Coconino, AZ"
Beta-214903,1150,40,O:12:19/04-1159,1126,"Coconino, AZ"
Beta-214904,940,40,O:12:19/04-1159,1126,"Coconino, AZ"
Beta-214906,2140,40,O:12:19/04-1159,1126,"Coconino, AZ"
Beta-214907,1010,40,O:12:19/04-1159,1126,"Coconino, AZ"
Beta-214908,970,40,O:12:19/04-1159,1126,"Coconino, AZ"
Beta-214909,920,40,O:12:19/04-1159,1126,"Coconino, AZ"
Beta-215638,1170,40,O:12:19/04-1159,1126,"Coconino, AZ"
Beta-215639,1160,40,O:12:19/04-1159,1126,"Coconino, AZ"
Beta-175177,1550,40,O:12:38/04-1372,1131,"Coconino, AZ"
Beta-175178,1570,40,O:12:38/04-1372,1131,"Coconino, AZ"
Beta-175179,910,40,O:12:38/04-1372,1131,"Coconino, AZ"
Beta-156784,1660,40,O:12:73/04-1475,1133,"Coconino, AZ"
Beta-227186,1580,40,O:12:88/04-1438,1137,"Coconino, AZ"
Beta-226416,1040,40,O:5:156(ASM),1141,"Coconino, AZ"
Beta-249006,1030,40,B:16:134,1752,"Coconino, AZ"
Beta-249007,2590,40,B:16:134,1752,"Coconino, AZ"
Beta-249008,3160,40,B:16:134,1752,"Coconino, AZ"
Beta-206146,700,40,O:12:32/04-53,1130,"Coconino, AZ"
Beta-206148,710,40,O:12:32/04-53,1130,"Coconino, AZ"
Beta-137567,1450,40,O:12:38/04-1372,1131,"Coconino, AZ"
Beta-137568,1280,40,O:12:38/04-1372,1131,"Coconino, AZ"
Beta-137569,1240,40,O:12:38/04-1372,1131,"Coconino, AZ"
Beta-233326,2120,40,O:12:87/04-1437,1136,"Coconino, AZ"
Beta-233327,200,40,O:12:88/04-1438,1137,"Coconino, AZ"
Beta-224422,2170,40,O:12:87/04-1437,1136,"Coconino, AZ"
Beta-153224,230,40,O:12:25/04-743,1128,"Coconino, AZ"
Beta-153228,1360,40,O:12:38/04-1372,1131,"Coconino, AZ"
Beta-153229,1480,40,O:12:38/04-1372,1131,"Coconino, AZ"
Beta-180411,720,40,O:12:74/04-1410,1134,"Coconino, AZ"
Beta-287248,230,40,O:12:119,1124,"Coconino, AZ"
Beta-195812,200,40,O:12:19/04-1159,1126,"Coconino, AZ"
Beta-233323,990,40,O:12:19/04-1159,1126,"Coconino, AZ"
Beta-233324,1050,40,O:12:19/04-1159,1126,"Coconino, AZ"
Beta-233325,1190,40,O:12:19/04-1159,1126,"Coconino, AZ"
Beta-233967,1070,40,O:12:19/04-1159,1126,"Coconino, AZ"
Beta-287247,1050,40,O:12:28,1129,"Coconino, AZ"
Beta-206147,2120,40,O:12:32/04-53,1130,"Coconino, AZ"
Beta-174898,2120,40,O:12:75/04-1417,1135,"Coconino, AZ"
Beta-177541,2120,40,O:12:75/04-1417,1135,"Coconino, AZ"
Beta-177542,2110,40,O:12:75/04-1417,1135,"Coconino, AZ"
Beta-233328,2050,40,O:12:88/04-1438,1137,"Coconino, AZ"
Beta-233330,720,40,O:12:88/04-1438,1137,"Coconino, AZ"
Beta-172216,190,40,O:12:89/04-1411,1138,"Coconino, AZ"
Beta-174900,190,40,O:12:89/04-1411,1138,"Coconino, AZ"
Beta-287246,4700,40,O:12:21,1127,"Coconino, AZ"
Beta-289242,1770,40,O:12:92,1139,"Coconino, AZ"
AA-9317,3445,45,"I:39:53,NNAD",1423,"Coconino, AZ"
AA-9319,3135,45,"I:39:53,NNAD",1423,"Coconino, AZ"
AA-9318,2630,45,"I:63:7,NNAD",1424,"Coconino, AZ"
AA-9320,2315,45,"I:63:7,NNAD",1424,"Coconino, AZ"
AA-9322,2140,45,"I:63:7,NNAD",1424,"Coconino, AZ"
Beta-215640,1110,50,O:12:19/04-1159,1126,"Coconino, AZ"
AA-9321,3050,50,"I:39:53,NNAD",1423,"Coconino, AZ"
Beta-233329,1670,50,O:12:88/04-1438,1137,"Coconino, AZ"
Beta-153223,1200,50,O:12:25/04-743,1128,"Coconino, AZ"
Beta-174899,1670,50,O:12:75/04-1417,1135,"Coconino, AZ"
AA-29095,5575,50,O:,1123,"Coconino, AZ"
UCLA-1894A,1660,55,O:,1123,"Coconino, AZ"
AA-29096a,7540,55,O:,1123,"Coconino, AZ"
UCLA-1876A,2800,60,O:,1123,"Coconino, AZ"
UCLA-1876G,880,60,O:,1123,"Coconino, AZ"
Beta-156785,2510,60,O:12:75/04-1417,1135,"Coconino, AZ"
